id,title,source_name,summary,instructions,ingredients,image,dishTypes
642113,Easy Pork Chops on Stuffing,foodista.com,"Easy Pork Chops on Stuffing might be a good recipe to expand your main course repertoire. This recipe serves 6 and costs $2.29 per serving. One portion of this dish contains roughly <b>33g of protein</b>, <b>17g of fat</b>, and a total of <b>376 calories</b>. 36 people have made this recipe and would make it again. It will be a hit at your <b>Thanksgiving</b> event. From preparation to the plate, this recipe takes approximately <b>45 minutes</b>. This recipe from Foodista requires onion, celery, bread, and parsley. With a spoonacular <b>score of 90%</b>, this dish is spectacular. Try <a href=""https://spoonacular.com/recipes/easy-pork-chops-on-stuffing-1432617"">Easy Pork Chops on Stuffing</a>, <a href=""https://spoonacular.com/recipes/pork-chops-with-stuffing-408660"">Pork Chops with Stuffing</a>, and <a href=""https://spoonacular.com/recipes/stuffing-topped-pork-chops-82358"">Stuffing-topped Pork Chops</a> for similar recipes.","<ol><li>Early in the day (or the night before) cut the bread into  inch cubes and leave out to air dry. Place in a large mixing bowl.</li><li>Heat 2 tablespoons of the butter over medium heat in a saute pan and saute the celery till almost tender. Add the onions and continue to cook over medium heat until translucent. Remove from the heat and add half of the chicken broth to the mixture.</li><li>Add the chopped parsley to the bread cubes and toss to distribute evenly. Pour the celery/onion mixture over all and gently toss, adding additional broth to moisten the bread. Use caution to not break up the bread cubes. The cubes should be almost moistened through, but not soaking wet.</li><li>Butter a shallow baking dish with half of the remaining butter and place the stuffing in the middle. Dot the top of the stuffing with any remaining butter. Cover with aluminum foil and bake for 20 minutes in a preheated 350 degree oven.</li><li>In the meantime, pat the chops dry with a paper towel and season on both sides with salt and pepper. With a sharp knife, cut 2-3 slices through the fat edge on each chop to prevent curling while chops are cooking.  Preheat a non-stick saut pan over medium high heat and quickly sear on each side until lightly browned. The chops will still be nearly raw in the center.</li><li>Remove the foil from the precooked stuffing and place the chops in a single layer over the stuffing. Return to the oven and roast for aprox 15-25 minutes, uncovered (depending on the thickness of your chops).  The chops should be cooked until the no longer dark pink inside, but still moist and juicy, but not overcooked. Remove from the oven and serve.</li></ol>","['3 tablespoons butter', '2 ribs celery finely diced', '1 cup chicken broth (more or less)', '2 tablespoons chopped fresh parsley', '1/2 medium onion finely diced', 'pepper', '6 pork chops', 'salt', '8 slices stale white bread']",https://spoonacular.com/recipeImages/642113-556x370.jpg,"['lunch', 'main course', 'main dish', 'dinner']"
643059,Flank Steak With Garlicky Mediterranean Salad,foodista.com,"Flank Steak With Garlicky Mediterranean Salad requires roughly <b>15 minutes</b> from start to finish. This main course has <b>394 calories</b>, <b>37g of protein</b>, and <b>18g of fat</b> per serving. This gluten free and primal recipe serves 2 and costs <b>$5.84 per serving</b>. This recipe from Foodista requires roma tomato, onion, olives, and olive oil. This recipe is liked by 2 foodies and cooks. <b>valentin day</b> will be even more special with this recipe. All things considered, we decided this recipe <b>deserves a spoonacular score of 88%</b>. This score is amazing. If you like this recipe, you might also like recipes such as <a href=""https://spoonacular.com/recipes/flank-steak-with-garlicky-mediterranean-salad-1384131"">Flank Steak With Garlicky Mediterranean Salad</a>, <a href=""https://spoonacular.com/recipes/flank-steak-salad-410417"">Flank Steak Salad</a>, and <a href=""https://spoonacular.com/recipes/flank-steak-spinach-salad-411683"">Flank Steak Spinach Salad</a>.","<ol><li>Combine olive oil, balsamic vinegar, lemon zest, lemon juice, oregano, garlic and red pepper in a small bowl.</li><li>Add lettuce, feta, mushrooms, onion, tomato and olives in a salad bowl.</li><li>Toss salad with dressing.</li><li>Season flank steak with your favorite grill seasoning. I love Martha Stewarts recipe. </li><li>Heat grill pan over medium heat. Spray with cooking spray. Add steak and cook 4  8 minutes per side, depending on how thick and your desired doneness. Let rest for 5 minutes or more before slicing.</li><li>Serve with steak.</li></ol>","['2 tablespoons balsamic vinegar', '1/2 cup low fat feta, crumbled', '8 ounces flank steak', '1 clove garlic, finely minced', 'Your favorite grill seasoning', '1 teaspoon lemon juice, fresh squeezed', '1/2 teaspoon lemon zest', '4 cups mixed salad greens', '1 cup mushroom , sliced', '1/2 tablespoon olive oil', '10 mediums olives, sliced', '2 tablespoons fresh oregano, minced', 'pepper', '1/4 cup red onion, thinly sliced', 'pinch red pepper flakes', '2 large roma tomato, diced', 'salt']",https://spoonacular.com/recipeImages/643059-556x370.jpg,"['lunch', 'main course', 'main dish', 'dinner']"
664678,Vegetarian Moussaka With Portabella,Foodista,"The recipe Vegetarian Moussaka With Portabella can be made <b>in approximately 45 minutes</b>. One serving contains <b>378 calories</b>, <b>12g of protein</b>, and <b>9g of fat</b>. This gluten free and dairy free recipe serves 4 and costs <b>$1.29 per serving</b>. It is a <b>rather inexpensive</b> recipe for fans of Mediterranean food. This recipe from Foodista has 1 fans. It works well as a main course. If you have salt and pepper, garlic salt, soy milk, and a few other ingredients on hand, you can make it. Overall, this recipe earns a <b>great spoonacular score of 90%</b>. If you like this recipe, you might also like recipes such as <a href=""https://spoonacular.com/recipes/portabella-vegetarian-gravy-727407"">Portabella Vegetarian Gravy</a>, <a href=""https://spoonacular.com/recipes/vegetarian-moussaka-103581"">Vegetarian Moussaka</a>, and <a href=""https://spoonacular.com/recipes/vegetarian-moussaka-103560"">Vegetarian Moussaka</a>.","<ol><li>Boil and peel the potatoes  cut into 1/4 inch slices.</li><li>In a non-stick pan throw in the mushrooms, carrots, garlic, onions, tomatoes, cover with EVOO and stir. Set the pan over medium-low heat for 5 minutes.</li><li>In the meantime, in a deep baking dish, arrange the potato slices one next to another and cover the bottom. Bring over the mushroom filling and throw it over the potatoes, evenly. Cover with another layer of potato slices.</li><li>In a medium bowl, whisk together the soy milk and the egg substitute. Pour it over the potatoes.</li><li>Put the baking dish in the oven for 45 minutes to an hour.</li><li>Allow it to cool for about 10 to 15 minutes before serving.</li></ol>","['3 fresh tomatoes, diced, or you can use 1 (15 oz.) can of diced tomatoes, drained', '1 carrot', '1/2 teaspoon dried basil', '4 1/2 tablespoons Egg substitute equivalent to 3 eggs – I use Ener-G substitute= teaspoons of Ener', '2 tablespoons EVOO', '4 cloves of garlic, minced', '1/4 teaspoon garlic salt', '2 onions, diced', '2 8s oz. packages of portabella mushrooms, diced', '5 medium russet potatoes', 'salt and pepper to taste', '1 cup unflavored Soy Milk']",https://spoonacular.com/recipeImages/664678-556x370.jpg,"['lunch', 'main course', 'main dish', 'dinner']"
642597,Farro & Leek Soup,Foodista,"The recipe Farro & Leek Soup can be made <b>in around 45 minutes</b>. One portion of this dish contains roughly <b>50g of protein</b>, <b>12g of fat</b>, and a total of <b>661 calories</b>. This recipe serves 4. For <b>$6.61 per serving</b>, this recipe <b>covers 38%</b> of your daily requirements of vitamins and minerals. If you have tablespoons olive oil, leeks, carrot, and a few other ingredients on hand, you can make it. <b>Autumn</b> will be even more special with this recipe. 8 people were impressed by this recipe. It works well as a pricey main course. It is brought to you by Foodista. Taking all factors into account, this recipe <b>earns a spoonacular score of 87%</b>, which is super. If you like this recipe, take a look at these similar recipes: <a href=""https://spoonacular.com/recipes/farro-leek-soup-39109"">Farro & Leek Soup</a>, <a href=""https://spoonacular.com/recipes/sweet-corn-gouda-and-farro-risotto-plus-15-more-farro-s-youll-love-forever-617100"">Sweet Corn, Goudan and Farro Risotto Plus 15 More Farro s You’ll Love Forever</a>, and <a href=""https://spoonacular.com/recipes/farro-soup-with-chorizo-20205"">Farro Soup with Chorizo</a>.","In a heavy bottomed pot, heat olive oil on med/low heat. Add in the vegetables and sweat until translucent and soft WITHOUT browning. If the vegetables stick to the pan, lower the heat & add a spoonful of water.
Then toss in the farro, toasting with the vegetables for 1-2 minutes. Add in the herbs & stock. Season with salt & pepper.
Then Bring up to a low simmer and continue to simmer for 30-40 minutes until the farro is tender.
You can control the consistency of the soup: to make it more 'stewy'  hold back a little stock, and the contrary if you like it 'soupy,' add a bit more stock.
Drizzle with extra virgin olive oil, sprinkle of Parmesan cheese and serve with toasty bread.","['2-3 glugs or tablespoons olive oil', '2 leeks, white parts only, sliced finely', '1 cup or 150 gr farro', '1 stalk of celery, finely diced', '1 carrot, finely diced', '1 onion, finely diced', '1 liter meat stock (vegetable or chicken stock is OK, however meat stock adds richer flavor) **Please do not use bullion cubes for this! There are only 3 ingredients & they should be of the highest quality possible.', 'herbs - I use 1 sprig of thyme & a bay leaf', '2 tablespoons Parmesan cheese, freshly grated', 'salt & pepper']",https://spoonacular.com/recipeImages/642597-556x370.jpg,"['lunch', 'soup', 'main course', 'main dish', 'dinner']"
665388,Winter Roasted Vegetables With Balsamic Dressing,Foodista,"Winter Roasted Vegetables With Balsamic Dressing could be just the <b>gluten free, dairy free, paleolithic, and lacto ovo vegetarian</b> recipe you've been looking for. This recipe serves 4 and costs $1.49 per serving. One portion of this dish contains roughly <b>7g of protein</b>, <b>2g of fat</b>, and a total of <b>218 calories</b>. This recipe from Foodista requires parsley, dijon mustard, balsamic dressing, and salt. It will be a hit at your <b>Winter</b> event. 1 person found this recipe to be flavorful and satisfying. It works well as a reasonably priced side dish. From preparation to the plate, this recipe takes approximately <b>45 minutes</b>. All things considered, we decided this recipe <b>deserves a spoonacular score of 81%</b>. This score is amazing. Try <a href=""https://spoonacular.com/recipes/lentil-soup-with-balsamic-roasted-winter-vegetables-20448"">Lentil Soup with Balsamic-Roasted Winter Vegetables</a>, <a href=""https://spoonacular.com/recipes/roasted-root-vegetables-with-maple-balsamic-dressing-1234257"">Roasted Root Vegetables With Maple Balsamic Dressing</a>, and <a href=""https://spoonacular.com/recipes/roasted-root-vegetables-with-maple-balsamic-dressing-105141"">Roasted Root Vegetables With Maple Balsamic Dressing</a> for similar recipes.","<ol><li>To make the dressing:</li><li>In a large bowl, whisk together the balsamic vinegar and the mustard.</li><li>Add all spices and whisk.</li><li>This can be prepared up to two days in advance and refrigerated.)</li><li>Chop vegetables as indicated in ingredient section.</li><li>Combine the dressing and the vegetables.</li><li>Preheat oven to 400 degrees.</li><li>Line a baking sheet or dish with parchment paper.</li><li>Bake for 40-50 minutes, stirring every 10 minutes.</li><li>Taste test the vegetables for doneness during the last 15 minutes of baking.  They should be tender but not mushy.</li><li>Garnish with chopped parsley.</li></ol>","['2 tablespoons balsamic vinegar', '1 beet, cut into eighths, then halved', '1/2 teaspoon black pepper', '6 brussel sprouts, halved', '1 tablespoon dijon mustard', '1/2 teaspoon dried rosemary', '1/2 teaspoon dried thyme', '3 tablespoons fresh parsley, chopped (optional garnish)', '1/2 teaspoon garlic powder', '1/8 teaspoon ground ginger', '1/2 medium onion, quartered', '4 parsnips, halved, then sliced', 'Vegetables', '1/2 teaspoon additional salt', '1 tsp. salt', 'Balsamic Dressing']",https://spoonacular.com/recipeImages/665388-556x370.jpg,['side dish']
665653,Zesty Spinach Salad,Foodista,"If you want to add more <b>gluten free, dairy free, paleolithic, and lacto ovo vegetarian</b> recipes to your collection, Zesty Spinach Salad might be a recipe you should try. For <b>$2.97 per serving</b>, you get a hor d'oeuvre that serves 1. One portion of this dish contains around <b>7g of protein</b>, <b>45g of fat</b>, and a total of <b>634 calories</b>. It is brought to you by Foodista. 1 person has tried and liked this recipe. If you have pineapple, juice of lime, about pepper corns, and a few other ingredients on hand, you can make it. From preparation to the plate, this recipe takes roughly <b>45 minutes</b>. All things considered, we decided this recipe <b>deserves a spoonacular score of 89%</b>. This score is super. Try <a href=""https://spoonacular.com/recipes/zesty-spinach-mushroom-salad-369211"">Zesty Spinach Mushroom Salad</a>, <a href=""https://spoonacular.com/recipes/zesty-lentil-spinach-salad-800143"">Zesty Lentil Spinach Salad</a>, and <a href=""https://spoonacular.com/recipes/zesty-spinach-dip-380675"">Zesty Spinach Dip</a> for similar recipes.","<ol><li>Wash the spinach thoroughly and chop it up into bite sized slivers.</li><li>Chop the spring onion and pine apple in roughly the same sized portions as the spinach.</li><li>Clean and peel the pomegranate to get to the red nuggets inside.</li><li>Mix all the salad ingredients.</li><li>Make a dressing of olive oil, lime juice and black pepper (ground up).</li><li>Pour evenly over the salad. Mix well.</li></ol>","['30 black grapes', '1/2 Juice of a sweet lime', '3 tablespoons olive oil', '10 Roughly black pepper corns', '1 cup of pineapple', '1/2 a large pomegranate', '2 cups of spinach', '1 spring onion (onion, plus the entire green stalk)']",https://spoonacular.com/recipeImages/665653-556x370.jpg,"['side dish', 'antipasti', 'salad', 'starter', 'snack', 'appetizer', 'antipasto', ""hor d'oeuvre""]"
639392,Chunky Two-Bean Chili,Foodista,"If you want to add more <b>American</b> recipes to your recipe box, Chunky Two-Bean Chili might be a recipe you should try. This recipe makes 6 servings with <b>637 calories</b>, <b>23g of protein</b>, and <b>26g of fat</b> each. For <b>$2.13 per serving</b>, this recipe <b>covers 38%</b> of your daily requirements of vitamins and minerals. 1 person were glad they tried this recipe. It works best as a main course, and is done in roughly <b>45 minutes</b>. Head to the store and pick up tomatillos, garlic cloves, flour tortillas, and a few other things to make it today. It can be enjoyed any time, but it is especially good for <b>The Super Bowl</b>. It is brought to you by Foodista. Taking all factors into account, this recipe <b>earns a spoonacular score of 88%</b>, which is awesome. If you like this recipe, take a look at these similar recipes: <a href=""https://spoonacular.com/recipes/chunky-no-bean-chili-1323149"">Chunky No Bean Chili</a>, <a href=""https://spoonacular.com/recipes/chunky-two-bean-and-beef-chili-238882"">Chunky Two-Bean and Beef Chili</a>, and <a href=""https://spoonacular.com/recipes/chunky-chili-409317"">Chunky Chili</a>.","<ol><li>Rinse and drain black beans and discard any rocks or funky-looking (discolored, wrinkly) beans.</li><li>In heavy soup pot, combine black beans, 6 cups of water, salt and bay leaf.</li><li>Bring to a boil.</li><li>Reduce heat and simmer, partially covered, until beans are tender, about 1 hours.</li><li>Keep an eye on the water, and add more if needed, 1 cup at a time. Beans should have some liquid remaining, but they should not be overly soupy.</li><li>When beans are almost done, prepare the vegetables.</li><li>In large saucepan, heat the olive oil and saut the shallot, garlic, red pepper, and tomatillos until tender, 10-15 minutes.</li><li>When beans are completely tender, remove the bay leaf, and add the sauted vegetables and any remaining oil, the salt, pepper, spices, kidney beans, crushed tomatoes, and chocolate chips.</li><li>Bring chili to a boil.</li><li>Reduce heat and simmer, uncovered, until chili thickens and flavors meld, about 30 minutes.</li><li>Stir occasionally.</li><li>Remove pot from heat and let chili cool for about 20 minutes before pureeing two cups in blender. If you try to puree hot liquid in a blender, the people who move into your house after you will inherit the splatter, and they will curse you.</li><li>Return pureed chili to pot and mix through.</li><li>Taste, and add salt and pepper if needed.</li><li>Heat through until warm, about 5 minutes.</li><li>Ladle into bowls and heap on whichever garnishes speak to you.</li></ol>","['Sliced avocado', '1 bay leaf', '1/2 cup bittersweet chocolate chips (I like Ghirardelli)', '1 cup black beans', 'Black Beans', '1 (15 oz.) can red kidney beans, drained and rinsed', '1 (28 oz.) can crushed tomatoes', 'Chili', '2 teaspoons chili powder (mine is a bit on the hot side)', 'Toasted corn or flour tortillas for scooping', 'Chopped fresh cilantro', '2 garlic cloves, chopped', '1 teaspoon ground coriander', '2 teaspoons ground cumin', '1/2 teaspoon ground black pepper', 'Shredded Monterey Jack cheese', '1 tablespoon olive oil', '1 teaspoon dried oregano', '1 red bell pepper, cored, seeded and chopped', '1 teaspoon sea salt', '1 large shallot, chopped', 'Sour cream or plain yogurt', '4 tomatillos, husked, cleaned and chopped', '6 cups water', 'Garnishes']",https://spoonacular.com/recipeImages/639392-556x370.jpg,"['lunch', 'soup', 'main course', 'main dish', 'dinner']"
1096025,Steak Salad with Chimichurri Sauce,Foodista,"The recipe Steak Salad with Chimichurri Sauce could satisfy your Latin American craving in around <b>30 minutes</b>. This main course has <b>475 calories</b>, <b>29g of protein</b>, and <b>34g of fat</b> per serving. This recipe serves 4. For <b>$5.38 per serving</b>, this recipe <b>covers 33%</b> of your daily requirements of vitamins and minerals. Head to the store and pick up pepper, extra virgin olive oil, spring mix, and a few other things to make it today. <b>valentin day</b> will be even more special with this recipe. It is a good option if you're following a <b>gluten free, dairy free, paleolithic, and primal</b> diet. This recipe is liked by 1 foodies and cooks. It is brought to you by Foodista. With a spoonacular <b>score of 90%</b>, this dish is awesome. Try <a href=""https://spoonacular.com/recipes/steak-with-chimichurri-sauce-carne-con-chimichurri-226192"">Steak with Chimichurri Sauce (Carne con Chimichurri)</a>, <a href=""https://spoonacular.com/recipes/steak-with-chimichurri-sauce-carne-con-chimichurri-1294491"">Steak with Chimichurri Sauce (Carne con Chimichurri)</a>, and <a href=""https://spoonacular.com/recipes/bistec-argentino-al-chimichurri-steak-with-chimichurri-sauce-144447"">Bistec Argentino al Chimichurri (Steak with Chimichurri Sauce)</a> for similar recipes.","<ol><li>Preheat grill to medium high heat.</li><li>Season red onion rings and mushrooms with 1 tablespoon olive oil, salt and pepper to taste. Place onion rings and mushrooms on grill. Grill for 4-5 minutes per side until char marks appear. Remove and set aside.</li><li>Take steak out of your fridge and let it sit in the room temperature for 5 minutes. Use a paper towel to gently pat the surface of both sides of the steak dry.</li><li>Brush olive oil on both sides of the steak or use olive oil cooking spray. Generously season the steak with salt and freshly ground pepper.</li><li>Place the steak on the grill. Grill each side for 3-5 minutes until the internal temperature of the steak reaches 145°F for medium doneness; 135°F for medium rare and 155°F for medium well. Let rest for 5 minutes before slicing.</li><li>To make the Chimichurri sauce, place all ingredients in a food processor, blend for about 30 seconds or until all ingredients are combined well (any remaining sauce can be stored in the refrigerator for up to 2 weeks).</li><li>To assemble, arrange baby spinach spring mix on the bottom of a large serving plate, followed by the onion rings and mushrooms. Slice the steak and place on top of the vegetables. Top with cherry tomatoes and sliced avocado.</li><li><span></span>Drizzle the Chimichurri sauce over the steak salad and serve!</li></ol>","['1 pound flank steak, 1-inch thick', '2 tablespoons olive oil', 'salt and pepper to season', '1 red onion, sliced into 1"" rings', '4 ounces baby bella mushrooms, quartered', '5 ounces spring mix', '1 pint cherry tomatoes, halved', '1 avocado, sliced', '1 cup lightly packed fresh parsley', '2 large cloves garlic', '1 teaspoon dried thyme', '1/4 teaspoon red pepper flakes', '1/4 cup bone broth', '1/4 cup organic red wine vinegar', '1/4 cup extra virgin olive oil', '1/2 teaspoon salt', '1/8 teaspoon freshly ground black pepper']",https://spoonacular.com/recipeImages/1096025-556x370.jpg,"['side dish', 'lunch', 'main course', 'salad', 'main dish', 'dinner']"
647016,HomeMade Hashbrowns with Spinach and Carrots,Foodista,"Need a <b>gluten free, dairy free, lacto ovo vegetarian, and vegan side dish</b>? HomeMade Hashbrowns with Spinach and Carrots could be a great recipe to try. One portion of this dish contains around <b>5g of protein</b>, <b>0g of fat</b>, and a total of <b>193 calories</b>. This recipe serves 3 and costs 42 cents per serving. It is brought to you by Foodista. 2 people have made this recipe and would make it again. If you have potatoes, chilli powder, onion, and a few other ingredients on hand, you can make it. From preparation to the plate, this recipe takes roughly <b>35 minutes</b>. All things considered, we decided this recipe <b>deserves a spoonacular score of 94%</b>. This score is great. <a href=""https://spoonacular.com/recipes/homemade-hashbrowns-with-spinach-and-carrots-1434199"">HomeMade Hashbrowns with Spinach and Carrots</a>, <a href=""https://spoonacular.com/recipes/homemade-hashbrowns-with-spinach-and-carrots-1624079"">HomeMade Hashbrowns with Spinach and Carrots</a>, and <a href=""https://spoonacular.com/recipes/homemade-hashbrowns-with-spinach-and-carrots-1364593"">HomeMade Hashbrowns with Spinach and Carrots</a> are very similar to this recipe.","<ol><li>In a bowl mix grated potatoes, spinach, onion, carrot</li><li>Add 1/2 tsp salt and mix well</li><li>Squeeze the veggie mixture to remove all the moisture out</li><li>Add red chilli powder and corn starch</li><li>Adjust salt by tasting the mixture</li><li>Form the mixture into patties</li><li>Heat oil in a pan for shallow frying</li><li>Put the patties gently in the hot pan</li><li>Let them brown on medium high heat for few minutes from both the sides then lower the       heat to medium.</li><li>Cook till done.</li></ol>","['1/2 carrot - grated', 'Red chilli powder- 1/2 tsp', '1 1/2 tablespoon cornflour', '1/2 medium onion- chopped finely', '3 medium potatoes- grated', 'Salt- To taste.', '1/2 cup fresh spinach leaves - chopped']",https://spoonacular.com/recipeImages/647016-556x370.jpg,['side dish']
661386,Splendid Texas Caviar,Foodista,"If you want to add more <b>gluten free, dairy free, lacto ovo vegetarian, and vegan</b> recipes to your recipe box, Splendid Texas Caviar might be a recipe you should try. This recipe serves 3 and costs 57 cents per serving. One serving contains <b>180 calories</b>, <b>11g of protein</b>, and <b>1g of fat</b>. Only a few people really liked this hor d'oeuvre. It is brought to you by Foodista. This recipe is liked by 1 foodies and cooks. Head to the store and pick up eyed peas, cilantro, juice of lime, and a few other things to make it today. From preparation to the plate, this recipe takes about <b>5 hours</b>. Overall, this recipe earns an <b>outstanding spoonacular score of 90%</b>. Users who liked this recipe also liked <a href=""https://spoonacular.com/recipes/splendid-texas-caviar-1581605"">Splendid Texas Caviar</a>, <a href=""https://spoonacular.com/recipes/chili-lime-texas-caviar-cowboy-caviar-913007"">Chili Lime Texas Caviar (Cowboy Caviar)</a>, and <a href=""https://spoonacular.com/recipes/easy-texas-caviar-cowboy-caviar-1438805"">Easy Texas Caviar (Cowboy Caviar)</a>.",<ol><li>Mix together all of the ingredients and allow them to sit in the refrigerator for 5 hours or overnight (if you can).</li><li>It's best if you take the bean salad out of the refrigerator about an hour before serving to bring them to room temperature.</li></ol>,"['15 ounces black eyed peas, drained and rinsed', '1/2 cup chopped cilantro', '1/2 teaspoon minced garlic', '3 drops hot sauce', '1 The juice of lime', '1 ripe roma tomato, chopped', '3 tablespoons of good quality salsa verde']",https://spoonacular.com/recipeImages/661386-556x370.jpg,"['antipasti', 'condiment', 'starter', 'snack', 'appetizer', 'dip', 'antipasto', ""hor d'oeuvre"", 'spread']"
